id,name,first_name,birth_date,birthplace_notes,rank_id,birth_place_id
539,"König","Franz Karl",24.01.1901,,0,
540,Marchand-Wettstein,Emile,13.02.1890,,,5
541,Dufour-Bordier,Ferdinand,10.03.1909,,,
542,Pellaud-Rudolf,Corinne,,,,
543,Salzmann,Willy,20.08.1892,,,
544,Bernet,Friedrich,29.05.1898,,,2
545,Mathys,Armand,07.04.1901,,,
546,Herzog,"Hans Ulrich",,,,
547,Hirzel-Seiler,Hermann,1890,,,
548,Sautter,Werner,1903,,,
549,"Schärer",Charles,,,,
550,Mirimanoff-Olivet,"André",22.06.1902,,,20
551,"Schätti",Norbert,,,,
552,"Gredig-Stünzi",Lorenz,,,,
553,Juillerat,"André",,,,
554,"Waldesbühl","Théodore",04.12.1904,,,
555,Hellmuth,Franz,22.04.1913,,,
556,"Müller","Hans 4",,,,
557,Demole-Morier,Michel-J.,25.03.1904,,,20
558,"Weid, von der","André",06.10.1899,,,
559,"Rüegg",Hans,26.06.1902,,,33
560,Varenchon,Pierre,22.10.1895,,,
561,Ammann,Marguerite,30.08.1911,,,17
562,"Martin-de Morsier",Eric,13.08.1900,,0,148
563,"Müller",Bruno,17.05.1911,,,
564,Amrhein,Hermann,1904,,,
565,Burkhalter,Christian,16.09.1916,,,
566,Bischoff-Koepfer,Nicolas,1893,,1,17
567,Manganel,Ernest,01.04.1897,,,
568,"Müller 3",Oskar,06.08.1909,,,
569,Baumann,"Jean-Aimé",17.09.1910,,0,67
570,Wuhrmann,Ferdinand,01.08.1906,,3,
571,Winkelmann,"Hans G.",,,3,
572,Darbellay,Pierre,12.06.1903,,,
573,Broggini,Romano,11.03.1925,,,
574,Hartmann,Rolf,1908,,,
575,Hubschmid,Alfred,1921,,,
576,Enggist,Hans-Rudolf,1934,,,
577,Huber,"Hans Jörg",06.06.1932,,10,149
578,Lapaire,Claude,1932,,,
579,Walthard,"Frédéric Paul (Friedrich)",13.03.1921,,,150
580,Csillaghy,"Joseph (József)",03.07.1927,,,
581,Gaugel,Hanni,1923,,,
582,Kummer,Matthias,22.10.1946,,,
583,Ritzel,"Günther",11.10.1924,,,
584,Bohren,Michel,1964,,,
585,Suter,"Pierre (Peter)",14.06.1930,,,2
586,Daepp,Hans-Ulrich,1938,,,
587,Chresta,Hans,1917,,,
588,Vogelbacher-Stampa,Evelina,12.06.1922,,,50
589,Wegelin,Peter,03.03.1928,,0,
590,"Schürch",Alfred,02.06.1916,,,151
591,Heierli,Jakob,13.03.1922,,,
592,Ott,"Hanns Herbert",05.05.1920,,0,152
593,Heusser,Sibylle,24.04.1942,,,
594,Zangger,Claude,11.09.1926,,,
595,Giorgis,Eric,1921,,,
596,Landolt,Hanspeter,29.05.1920,,,
597,Heinz,Marx,1939,,,
598,Nyffeler,Paul,26.09.1939,,,
599,Kurt,Alfred,30.06.1916,,,3
600,Moeschlin,Sven,04.04.1910,,,
601,"Zürcher",Karl,1935?,,,
602,Allemann,Peter,1942,,3,
603,Meyer,Charles,15.01.1909,,,
604,"Nägeli",Werner,08.05.1921,,,50
605,Grenier,"Gilbert Edouard",29.07.1925,,2,
606,Weber,Luc,18.09.1941,,,67
607,Hangartner,Yvo,24.02.1933,,,2
608,Battegay,Raymond,27.06.1927,,,
609,Widmer,Konrad,17.12.1919,,,2
610,Debrunner,Hermann,07.11.1931,,5,153
611,Rhinow,"René A.",29.12.1942,,0,17
612,Schmidt-Lorenz,Wilhelm,06.11.1922,,,
613,Grubinger,Herbert,11.09.1922,,,
614,Nabholz-Haidegger,Lili,31.12.1944,,,3
615,Frei,"Walter 4",1944,,,
616,Bolli,Jean-Jacques,30.10.1921,,0,
617,Schneiter,Carl,04.08.1911,,,
618,Weidmann,Silvio,07.04.1921,,,154
619,Marti,Leo,1928,,,
620,Buri,"Pierre Armand",10.06.1935,,,
621,Jordan,Daniel,06.04.1929,,9,
622,Epprecht,"Georg Walter",06.08.1921,,,
623,Lucchini,Riccardo,29.01.1938,,,
624,Zurfluh,Hans,23.02.1927,,,
625,Staubli,Karl,1922,,,
626,Popp,Hans,04.03.1930,,,
627,"Lütolf",Franz,1924,,,
628,Vischer,"Thomas L.",09.01.1936,,,17
629,Jaton,Roland,06.03.1911,,,
630,Fuchs,"Walter Andreas",11.03.1929,,2,10
631,"Torrenté, de",Bernard,30.10.1919,,,155
632,Bachmann,Rudolf,1921,,5,
633,Moser,"Hans Peter",24.07.1920,,,
634,Martin,Georges-Henri,20.06.1916,,,20
635,"Fröhlicher",Kurt,1929,,,
636,Naef-Hofmann,Marlies,1926,,,
637,Lehmann,"Walter 2",1928,,,
638,Schaller,Hedwig,23.01.1923,,,
639,Keckeis,Peter,21.12.1920,,,
640,"Erné",Fritz,1921,,,
641,Matthias,Herbert,21.12.1927,,,
642,Ledergerber,Elmar,04.04.1944,,5,156
643,Hofer,Eduard,,,,
644,Bonnet,"Charles André",15.03.1933,,,
645,Mahrer,Isabell,01.07.1917,,,
646,Kind,Volker,27.06.1941,,,
647,Cridazzi,Ursula,,,,
648,Schneiter-Britt,Johanna,1943?,,,
649,"Antille Gaillard",Gabrielle,21.07.1944,,,157
650,"Villiger Steinauer",Verena,14.12.1955,,,
651,Guinand,Jean,21.02.1943,,,
652,Niquille,Bernard,15.07.1950,,,
653,Jenny,Rudolf,,,,
654,Zurin,"René",,,,
655,Courvoisier,Thierry,23.03.1953,,,20
656,Mosig,Juan,18.12.1951,,,158
657,"Küchler-Flury",Maria,26.01.1941,,,159
658,Pataky,Tibor,13.12.1939,,,
659,Rolli,Mariluise,,,,
660,Wyss,"Ernst 2",,,,
661,Amez-Droz,Jean-Marc,1954,,,
662,Demund,Catrina,,,,
663,Steck,Charles,,,,
664,Amsler,Thomas,1962?,,,
665,Enz,Verena,,,,
666,Odermatt,"Josef (anc. juge)",,,,
667,"Häberli",Christoph,,,,
668,Rigotti,Eddo,25.05.1944,,,
669,Altorfer,Hansrudolf,21.10.1941,,,
670,Lambrecht,"Thomas Jörg",22.05.1950,,,
671,Benoit,Willy,26.06.1938,,,160
672,Hanimann,Alex,30.10.1955,,,
673,Dayer,Pierre,08.05.1950,,,
674,Widmer,"Hans Rudolf",,,,
675,Bearth,Valentin,25.03.1957,,,
676,Brunner,"Hans Heinrich",29.12.1944,,,
677,Jenny,Guido,11.09.1947,,,
678,Oberholzer,Pascal,,,,
679,Oeschger,Hans,02.04.1927,,,161
680,Gottret,Michel,10.02.1949,,,162
681,Perret-Clermont,Anne-Nelly,,,,
682,Landolf,Walo,19.05.1942,,,
683,Gasser-Wilson,"Susan Margaret",29.03.1955,,,163
684,"Schmithüsen",Franz,03.01.1940,,,
685,"Bräm-Burckhardt",Verena,1932,,,
686,Leuenberger,Christoph,03.02.1945,,,
687,Streit,Franz,17.11.1940,,,
688,Battaglini,Antonio,08.10.1845,,2,164
689,Kyburz,Rudolf,1834,,,
690,Moser-Blass,Robert,04.04.1838,,,165
691,"Moos, von",Paul,11.11.1853,,1,166
692,Gerber,Hugo,1955,,,
693,"Saussure, de-Pictet","Théodore Horace René",03.07.1824,,0,20
694,"Candolle, de-Diodati",Lucien,25.04.1838,,,20
695,"Des Gouttes-Ador",Edouard,20.09.1840,,,20
696,Fatio-Pictet,Guillaume,11.09.1865,,,20
697,"Claparède",Alexandre,14.04.1858,,,167
698,Duval-Marcet,Etienne,06.01.1824,,,20
699,Juvet,Henri-Edouard,08.08.1854,,,63
700,Dufour-Bordier,"Théophile André",04.10.1844,,,20
701,Crosnier,Jules,28.07.1843,,,168
702,Olivet,"François",22.09.1851,,,
703,Thury-Boisot,Marc,18.04.1822,,,25
704,Rehfous,"John Urbain",1831,,,20
705,"Geer, de-Krieg","Carl Frédéric (Baron)",24.11.1860,,,20
706,"Naville-Pourtalès, de","Edouard Henri",14.06.1844,,,20
707,"Saussure, de",Horace,15.05.1859,,,
708,Haccius,Charles,31.05.1854,,,140
709,Audeoud,Adolphe,14.10.1866,,,20
710,Bonna,"Auguste Eugène",29.05.1862,,1,20
711,Bernoud-Magnin,Alphonse,12.03.1875,,,
712,Lutz,August,,,,
713,Schmid-Schriber,Nina,,,,
714,Louis,Rosa,08.03.1901,,,
715,Blumer,"Othmar 2",08.08.1905,,,
716,Hunziker,E.,,,,
717,"Allgäuer",Oscar,1861,,,
718,Correvon,Ernest,07.02.1842,,,70
719,Keller-Jenny,Adolf,07.02.1872,,,169
720,Langner-Bleuler,Paula,1878,,,
721,Frey-Sidler,Fritz,1884,,,
722,Choisy-Vernet,"Eugène",25.02.1866,,,20
723,Galland,Maurice,04.03.1887,,,
724,"Wacker-Kläsi(-Thormann)",Paul,06.10.1891,,9,17
725,Bloch,Georges?,24.07.1901,,,
726,Willener-Schmid,Alfred,22.04.1900,,,
727,"Courten, de",Alexis,,,,
728,Fleutet,Henri,25.11.1885,,,20
729,Vassalli-Busquet,"Albert Sylvestre",1877,,,
730,Burckhardt,Lukas,13.10.1924,,,17
731,Niederer-Loher,Anita,1973,,,
732,Widmer,Heiny,13.01.1927,,,170
733,"Müller",Walther,,,,
734,Suter,A.,,,,
735,Iten,Andres,,,,
736,Kasper,Gian-Franco,24.01.1944,,,
737,Moia,Pierre,1955,,,
738,Carlevaro,Fabrizio,25.05.1943,,,171
739,Fischer,Catharina,1881,,,
740,"Schwöbel",Eckhard,11.10.1939,,,
741,Bouvier-Ott,Bernard,08.09.1861,,,20
742,"Chenevière-Oehl",Jacques,17.04.1886,,,74
743,"Espine, d'-Lullin",Jean-Henri-Adolphe,20.02.1846,,3,20
744,"Gautier-Dominicé(-Bates)",Alfred,05.05.1858,,,20
745,Logoz,Paul,27.03.1888,,0,73
746,Long,Olivier,11.10.1915,,,172
747,"Seigneux, de",Raoul,27.10.1865,,,
748,Odier-Sautter,"Edouard (+Antoine)",17.01.1844,,,20
749,"Pictet-Du Bois",Jean-Simon,02.09.1914,,,20
750,"Yung (ou Jung)",Walter,18.08.1903,,,20
751,Braillard,"Jean Ch., dit John",26.06.1822,,,
752,Gavard,Pierre-Alexandre,25.03.1845,,,173
753,Moriaud,Alexandre,07.03.1871,,,89
754,Moriaud,Pierre,01.01.1845,,,89
755,Pictet-Lambert,Gustave-Jules,24.04.1827,,,20
756,Vaucher,"Alfred John Henri",11.07.1833,,,174
757,Bertholet,Raymond,18.03.1909,,,20
758,"Charrière-Gallay",Louis,02.11.1844,,,
759,"Chenevière-Munier",Arthur,27.10.1822,,,20
760,Ehrler,"André",23.01.1900,,,
761,Fontana,"J.-P.-Théodore",17.04.1850,,,
762,Aregger,Judith,1965,,,
763,Haldenwang,Georges,08.05.1896,,,20
764,Maillard,Marius,12.01.1889,,,20
765,Mayor-Bovy,"Georges-François-Isaac",20.10.1818,,,20
766,"Micheli-de la Rive(-Peyrot)",Horace,06.06.1866,,5,175
767,Nicolet,Emile,11.08.1879,,,73
768,Ramu-Mottu,"François Alexandre",07.03.1832,,,20
769,Rossiaud,"François Joseph",25.06.1880,,,
770,Steinmetz,"Edouard Charles",31.05.1865,,,
771,Stoessel,B.-Marius,15.11.1856,,,
772,Triquet,Alexandre,09.09.1860,,,89
773,Annevelle-Rochat,Albert,1838,,,
774,Ruffet-Rimond,Louis,13.04.1836,,,25
775,Seitz,"Charles (Frédéric Henri)",05.02.1860,,,20
776,Galopin-Corning,Camille,21.09.1861,,,20
777,"Berthout van Berchem-Necker",Paul,1861,,10,
778,Thudichum,Georges,29.03.1861,,,20
779,"Tscharner, von-Lombard",Max,16.03.1873,,,
780,Dumur,Louis,05.01.1863,,,
781,Audeoud-Chapuisat,"Henri Théophile",12.03.1864,,,20
782,Moser,"Eduard 2",?,,,
783,Fulpius,Frantz,15.05.1869,,,20
784,Perrelet,"Paul Auguste",17.9.1872,,,20
785,Martin-Picot,"Edouard 2",04.11.1871,,,
786,Machard,Alfred,1871,,,
787,Brun,"Jacques Joseph",09.08.1826,,,20
788,Steudler,Ruedi,1944,,,
789,Maunoir-Girard,"Gustave Charles",08.09.1872,,,20
790,Bourdillon,"Philippe (Charles Louis)",06.03.1875,,,20
791,Martin-Mallet,"Ernest-Léon",11.01.1874,,,
792,Boissonnas-Frenaye,"Charles 2",1875,,,
793,Chapuisat-Martin,Edouard,24.10.1874,,0,176
794,"Boichat Burdy","Stéphanie",1981,,,
795,Julliard-Zahn,Charles,21.11.1876,,,20
796,Privat,Gaston,"vers 1880",,,
797,"Müry-Dietschy","Emil R.",15.06.1872,,,
798,Bordier,Auguste,28.11.1875,,,
799,Humbert,"Frédéric",30.01.1883,,,
800,Buscarlet,Louis,05.01.1861,,,
801,Fulpius,"Léon Charles",29.12.1840,,,20
802,Jaccard,Horace,08.09.1860,,0,45
803,Dunant,"Henry (Henri)",08.05.1828,,,20
804,"Keller-de Senarclens",Pierre,31.05.1927,,,10
805,Maunoir-Clavier,"Théodore David Eugène",01.06.1806,,,20
806,Bohny,Carl,04.04.1856,,,
807,Forster,Jacques,26.11.1940,,,
808,Nanchen,Gabrielle,31.03.1943,,,
809,Schoop,Albert,28.09.1919,,,
810,Meylan,Jean,1915,,,
811,Wehrli-Herzog(-Blass),Max,17.09.1909,,,10
812,Weideli,Walter,16.07.1927,,,
813,"Marignac, de",Thierry,1953,,,20
814,Gautier-Savary,"Léopold",07.05.1884,,,67
815,"Lamunière",Jaques,28.12.1890,,,20
816,Zihlmann,Eduard,1897,,,
817,Scheuermeier,Paul,25.09.1888,,,
818,Molo,Andrea,?,,,
819,"Rütimeyer",Wilhelm,10.1887,,,
820,Estoppey,Samuel,,,,
821,Badel,Louis,,,,
822,Boveyron,Charles,02.01.1884,,1,20
823,Briquet-Long,"Charles-Moïse",30.08.1839,,,20
824,Santschi,A.,,,,
825,Giger,A.,,,,
826,"Künzli","E. 2",,,,
827,Ziegler,Eugen,01.10.1847,,,
828,"Schulthess-Rechberg, von-Landis",Anton,1896,,,10
829,Richner,Erich,21.10.1923,,,
830,Odermatt,"Franz 2",06.04.1867,,,
831,"Charrière, de",Sylviane,21.07.1919,,,10
832,Ruckstuhl,Hans,05.09.1868,,0,2
833,"Senarclens, de",Victor,03.08.1875,,,177
834,Tannaz,Fritz,05.08.1901,,,
835,Cattin,Walter,,,,
836,"Des Gouttes",Adolphe,07.09.1868,,,20
837,Schreiber-Favre,Alfred,03.01.1886,,,
838,Deshusses,Louis,1903?,,,
839,"Wiblé",Georges,11.06.1863,,,
840,Pictet-Lullin,"Aimé Jules",12.07.1857,,,20
841,Bastard,Auguste,08.04.1863,,,20
842,"Decrue-de Stoutz",Francis,09.09.1854,,,20
843,Gans-Lombard,Herbert,1851,,,
844,Lacroix-Didier,Henry,24.04.1834,,19,
845,Desbaillets,Alfred,30.12.1882,,,20
846,Bouffard,Pierre,18.09.1918,,,
847,Christ-Iselin,"Wilhelm Cornelius",30.06.1853,,,17
848,Dufour-Heyer,"Jean Edouard",1805,,,
849,Fazy-Meyer,Louis-Philippe,1808,,,
850,Veillon,Auguste,29.12.1834,,,178
851,"Candolle, de-Kunkler",Alphonse,27.10.1806,,,74
852,Lardy-Sacc,Charles-Louis,1816,,,
853,Richard,"Charles Jacques",1793,,,20
854,Lombard,Jean-Eloi,20.09.1801,,,
855,Lachenal-Jaquier,Jacques,08.04.1816,,,
856,Aubert-Duval,Jean-Louis,15.10.1813,,,28
857,Verdier-Bordier,Louis,1803,,,
858,"Pictet-de Frossard",Louis,20.03.1854,,,
859,Rochaix,"Louis Alphonse",21.07.1856,,,179
860,Fazy,William,23.12.1841,,,
861,"L'Huillier","Emile Eugène",26.08.1879,,,20
862,Nussbaum,"Eugène",1906,,,20
863,Vautier,James,08.03.1855,,,
864,Lacroix,Louis,07.03.1881,,,
865,Naef-Marion,Bernard,26.09.1892,,,20
866,Ernst-Reinhart,"Johann Rudolf",04.07.1836,,,33
867,Schweizer,Marcel,1960,,,
868,Maunoir,"Paul Théodore Henri",21.06.1835,,,
869,Borel,"Eugène",17.06.1835,,,14
870,Naville,Jean-Louis,23.07.1812,,,167
871,Odier,"Jacques Ernest",09.10.1812,,,
872,Odier-Vieusseux,"Jacques dit James",11.11.1770,,,
873,Sautter,"Mathilde Constance",29.02.1848,,,20
874,Monod,"Julie Marguerite",08.11.1832,,,
875,Constantin-Plan,"François Jean",31.03.1829,,,162
876,Haccius,Karl,~1841,,,
877,Paccard,David-Marc,18.02.1794,,,
878,"Galissard de Marignac",Charles,24.04.1817,,,
879,Bonna,Jeanne-Henriette,19.05.1865,,,
880,Cramer-Martin,"Frédéric-Auguste",27.10.1795,,,
881,"Dunant-de Gallatin","Jean Pierre Philippe",01.12.1796,,,20
882,Dunant-Colladon,Jean-Jaques,21.02.1789,,,
883,Colladon,Anne-Antoinette,02.10.1800,,,
884,Colladon-Ador,Jean-Daniel,15.12.1802,,,20
885,Coindet,"Adèle",18.01.1828,,,20
886,Mirabaud-Paccard,Georges,22.02.1820,,,126
887,"Chenevière-Lugol",Adolphe,1855,,,
888,Cramer-Martin,"Fortuné Théodore",30.11.1806,,,176
889,Hentsch-Argand,"Edouard Isaac",10.07.1829,,,180
890,"Beaumont, de","Henri Maximillien",02.06.1819,,,
891,Hirschgartner,"Marie Pauline",18.07.1864,,,20
892,"De la Rue",Caroline,16.10.1825,,,
893,Rochette-Cramer,Henri-Camille,01.07.1867,,,20
894,Audeoud-Long(-Monod),"Louis Théodore",25.02.1824,,,20
895,Vogt,Emma,05.09.1853,,,
896,Dufour-Dapples,"Louis 2",17.02.1832,,,181
897,Puget,Paul,1854,,,
898,Oltramare,"Hugues Marc Jean",27.12.1813,,,20
899,Pictet-Girod,"Alphonse Auguste",03.11.1838,,,
900,Bordier,Fanny,1851,,,
901,Pictet,Mathilde,19.07.1862,,,20
902,Montandon,Adrienne,1883,,,
903,Trembley-Naville,"François Jules",22.02.1807,,,
904,"Schönholzer",Ruedi,1951,,,
905,"Morsier, de","George Auguste",11.12.1864,,,182
906,Wakker,Alexandre,16.05.1854,,,
907,Mussard,Fernand,06.12.1888,,,
908,"Odier-Chaponnière","Albert Octave",27.08.1845,,,
909,"Chenevière-Audéoud",Louis-Charles,1813,,,
910,Brocher-Veret,"Jacques Etienne",16.03.1802,,,
911,Barbey-Boissier,William,14.07.1842,,,183
912,Chevallaz,Georges,07.04.1888,,,
913,"Bühler-Naef",Adolf,11.08.1822,,,184
914,Sandoz-David,"Edouard Constant",28.10.1853,,,17
915,Vernet,"Théodore Isaac",04.10.1852,,,
916,"Loriol, de","Hélène (Mélanie Elisabeth)",1858,,,
917,Dunant-Levat,"Ernest Paul Louis",1831,,,
918,Sautter-Bouvier,"Jean-François 2",28.09.1791,,,148
919,Sautter-Martin,"Jean-François",09.08.1739,,,20
920,"Frossard de Saugy",Nathalie,1867,,,
921,"Pictet-Martin du Pan",Edouard,13.01.1916,,,20
922,Amsler,"Gisela Mina",11.12.1898,,,
923,Sturzenegger,Lina,1860,,,185
924,Bucher-Manz,Johannes,17.07.1843,,,186
925,"Dürler-Tobler","Alfred Wilhelm",12.02.1875,,3,79
926,Meyer-Rusca,Johannes,26.03.1851,,,
927,Kurz,"Frédéric",,,,
928,Aeppli,Albert,1883,,,
929,Weber,Werner,13.06.1901,,,
930,Camenisch-Huber,Joseph,,,,
931,Sigg,"Adolf W.",1885,,,
932,"Bordier-Chenevière","Théodore",06.07.1835,,,162
933,Bordier-Cramer,"André",1788,,,
934,"Salis, de-Gut",Sker,1940,,,
935,Schwenter,"Jakob Gottfried",1888,,,
936,Raymond-Duchosal,Marcel,20.12.1897,,,20
937,Graf,"Max 2",02.03.1910,,,
938,Winiger,"Marc A.",1924,,,
939,Thorens,Michel,,,,
940,Merker,Walter,,,,
941,"Vagnières",Jean-Claude,,,,
942,Jungo,Joseph,,,,
943,Audeoud-Constantin,Francis,28.05.1862,,,20
944,Deucher,Adolf,08.11.1861,,,
945,Payot,"René",11.08.1894,,,187
946,Huber,"Gertrud Anna",01.08.1897,,,
947,Vock,Carl,,,,
948,Vock,Edgar,,,,
949,Biedermann,Eugen,1869,,,
950,Biedermann-Mantel,R.,1869,,,
951,"Brügger",Anton,06.07.1877,,,188
952,Burger-Kehl,Charles,,,,
953,Staub-Mahler,"Rudolf Gottfried",1871,,,
954,Pfister,"G. 2",,,,
955,Sautter,Th.,,,,
956,Koechlin-Staehelin,"Albert G.",1861,,,
957,Grossmann,Louise,1840,,,
958,Muggli,"Arnold K.",05.08.1905,,,
959,Berger,Karl,30.11.1898,,,189
960,Kuster,Anton,,,,
961,Matti,Alfred,1905,,,
962,Kruck,Gustav,01.01.1875,,,
963,Funk,Adolf,,,,
964,Sciaroni,Luigi,1932,,,
965,Huggenberg,Carl,,,,
966,"Hürlimann-Hirzel","Albert (Jakob Heinrich)",28.06.1857,,1,
967,Mirabaud-Maunoir,"René",23.10.1882,,3,
968,"Nägeli",H.,1850,,,
969,"Provençal",Alfred,,,,
970,Schiesser,Gabriel,,,,
971,Schmid-Vellard,Emil,,,,
972,Stockar-Schoeller,"Hans Julius",14.01.1877,,3,
973,"Völki",Lebrecht,13.08.1879,,,
974,"Muralt, von-de Pury","Albert Gaston",1851,,,
975,Woog,Nephtaly,,,,
976,Moosmann,Paul,,,,
977,Zoller,Viktor,20.08.1871,,,
978,Zuccoli,G.,,,,
979,"Frölicher-Stehli",Walter,29.10.1862,,,
980,Denzler,Oskar,28.12.1877,,,33
981,Chancel,Felix,,,,
982,Badan,Louis,"vers 1870",,,
983,Allemann,Th.,,,,
984,"Lörtscher",Hans,01.08.1908,,,190
985,Loosli,Andrea,1965,,,
986,Koechlin,"Gertrud Irène",15.07.1900,,,
987,Abegg,"Emma Lina",23.03.1869,,,
988,Escher,Emma-L.,15.09.1883,,,
989,Burckhardt,"Carl Christoph",05.12.1862,,,17
990,Giroud,Octave,1891,,,
991,Dottrens,Robert,27.04.1893,,,89
992,Weilenmann,Hermann,09.05.1893,,,
993,Ettlin,Simon,09.01.1818,,,
994,Wirz,Theodor,21.08.1842,,,
995,"Schulthess-Rechberg, von","Maria Karolina Anna",1885,,,
996,Duttweiler,Gottlieb,1850,,,
997,Leu,Josef,01.07.1800,,,
998,"Pfäffli",Monique,31.01.1905,,,
999,Sigg,Werner,1939,,,
1000,Engelberger,??,,,,
1001,Deshusses,Jean,29.03.1901,,,
1002,Jelmini,Vittorio,,,,
1003,Vaucher,"René",,,,
1004,"Jörimann",Willy,,,,
1005,Metz,Gerhard,06.08.1943,,5,
1006,Duboule-Jaggi,Jules,,,,
1007,Jautz,"Marie Frieda",1899,,,
1008,Jautz,Engelbert,"vers 1870",,,
1009,Miville-Ramser,Emil,1861,,,
1010,Seiler,"Rosa Maria",1920,,,
1011,Robbiani,"Donato Oreste",,,,
1012,Danioth,Hans,25.05.1931,,3,191
1013,Hadorn,Hans-Peter,1958,,,
1014,"Moos, von",Nikolaus,03.07.1818,,,
1015,Frey,Helena,1876,,,
1016,Kloss,Emma,1848?,,,
1017,Frey,"Emil Remigius",09.10.1803,,,
1018,Frey,Remigius,1765,,,
1019,Bonna,Lydie,03.06.1863,,,
1020,Burckhardt,"Anna Margarethe",1770,,,
1021,Rojoux,Jeanne,"vers 1862",,,
1022,Rojoux-Oltramare,Charles,03.08.1831,,,20
1023,Bayard,"Marie Jeanne Etiennette",,,,
1024,Bayard,"Oscar Constant",,,,
1025,Schoch,"Heinrich Gustav",01.01.1841,,2,
1026,"Dürrenmatt",Peter,29.08.1904,,,165
1027,Bates,Catherine,04.08.1916,,,
1028,Wisner,Elisabeth,1875,,,
1029,Schmid,"Fanny Rosa",18.06.1874,,,
1030,Abegg,"Hilda Eleonore Anna",27.01.1897,,,
1031,Stehlin,Maja,07.02.1896,,,
1032,Razumovsky,Daria,1925,,,
1033,Weber,J.,,,,
1034,Duttweiler,??,,,,
1035,Syz-Landis,Johannes,31.12.1822,,,
1036,Saurer,Hedwig,10.03.1872,,,
1037,Ziegler,Susanne,1791,,,
1038,Bieder,Eduard,,,,
1039,Forrer,"Emma Elise",28.05.1882,,,
1040,Blumer,"Anna Maria",25.02.1874,,,
1041,Sulzer-Sulzer,"Salomon 2",01.10.1809,,,
1042,Imhoof-Blumer,Friedrich,11.05.1838,,,
1043,"Wuilleret, de",Louis,25.12.1815,,,
1044,Meyer,Iris,02.04.1917,,,
1045,Kuster,Vera,1877,,,28
1046,Schmidheiny,Jakob,25.06.1838,,,193
1047,Schindler,Kaspar,11.08.1828,,,
1048,Escher,"Wilhelmine Elise",17.02.1833,,,
1049,"Schulthess-Rechberg, von","Gustav Anton",15.07.1815,,,
1050,Brown,Charles,30.06.1827,,,
1051,Brenner-Kern,Friedrich,08.01.1809,,,
1052,Martz,Wolfgang,09.11.1954,,,
1053,Hasler,"Gustav Adolf",25.03.1830,,,
1054,Sulzer,"Maria Katharina",10.09.1852,,,
1055,Vogel,"Anna Helena ""Alice""",24.07.1881,,,
1056,Volkart-Sulzberger,Salomon,21.05.1816,,7,194
1057,Schwarzenbach-Zeuner,"Heinrich Robert",21.03.1839,,,57
1058,"Hüni",Heinrich,16.03.1813,,,
1059,Traber,Erich,1930,,,
1060,Schindler,"Elisabeth Klara",07.04.1894,,,
1061,Manghardt,Jean-Claude,1948,,,
1062,Bodmer,Helene,11.09.1888,,,
1063,Naef,"Elisabeth Dora",,,,
1064,Heberlein,"Georg Philipp",05.01.1805,,,
1065,Schmid-Hegglin,"Rudolf 3",07.08.1888,,,
1066,Moatsou-Ess,Olga,1982,,,
1067,Baumann-Scharff,Conrad,14.04.1832,,,195
1068,Steinlin,"Sabine Elisabeth",27.08.1821,,,
1069,Steinlin,"Georg Leonhard",08.04.1784,,,
1070,Hirzel,"Gottlieb Andreas",28.02.1786,,,
1071,Blumer,Elisabeth,1842,,,
1072,Sulzer,"Elisabetha Irene",22.09.1893,,,
1073,Steiner,"Karl Eduard",23.01.1803,,,
1074,Weber,Elisabeth,10.08.1884,,,
1075,Neher,"Johann Georg 1",25.03.1788,,,
1076,Bonjour,Louis,08.02.1823,,,
1077,"Orelli, von",Elisabeth,1873,,,
1078,Arter,"Emma Auguste",14.01.1839,,,
1079,Montandon,Charles,"vers 1858",,,
1080,Escher-Ziegler,"Conrad (Hans)",27.07.1833,,1,10
1081,Geigy-Preiswerk(-Buxtorf),Carl,11.06.1798,,,
1082,Mylius-Gemuseus,Adalbert,1843,,,43
1083,Zschokke,"Peter Olivier",22.07.1826,,,
1084,Seiler-Cathrein,Alexander,21.02.1819,,,
1085,Cathrein,Catharina,12.03.1834,,,
1086,Speiser-Hauser,"Johann Jakob",27.02.1813,,,
1087,Speiser,Marie,09.08.1901,,,
1088,Reverdin-Janot,"Jaques Pierre Jean",04.06.1812,,,74
1089,Burckhardt-Merian,Julius,1846,,,
1090,Meyer,"Karolina Luise",1843,,,
1091,Burckhardt-Ryhiner,"Johann Jacob",15.08.1809,,,
1092,Brot,"Charles Henri",1852,,,
1093,Forrer,Maximilian,1845,,,
1094,His-Burckhardt,Friedrich,1824,,,
1095,Morin,"Adèle",1822,,,
1096,Morin,Pierre-Etienne,25.05.1785,,,
1097,Sauvageot,E.,,,,
1098,Borel,"François-Victor",03.02.1803,,,
1099,Roth,Jacob,03.11.1880,,,
1100,Fauche,Louise,26.09.1801,,,
1101,Chenevard,"Guillaume Henry","vers 1818",,,
1102,Borel,Marianne,1752,,,
1103,Martin-Achard,Alexandre,07.06.1822,,,20
1104,Arter,Salomon,28.09.1806,,,
1105,Viollier,Catherine,24.12.1807,,,
1106,Rieder,"Andrée Kate Camille",1896,,,
1107,Rieder-Senn,"Camille Edouard Amédée",1867,,,
1108,"Waldkirch, von",Arnold,1827,,,
1109,Wettstein,Markus,1834,,,
1110,Abeljanz,Erika,1878,,,
1111,Abeljanz-Schlickow,Haruthiun,25.04.1849,,,196
1112,Linder,"Hans Rudolf",1893,,,
